From;To;Max Flow (MW);Min Flow (MW);Data Year;Source;Note
AS-​​​​​​CHN-​​​​​​CH;AS-​​​​​​CHN-​​​​​​SX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​HB;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​HJ;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​JI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​LI;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​SD;14400;-​​​​​​14400;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​TJ;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​CHN-​​​​​​WM;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​EM;AS-​​​​​​MNG;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​FU;AS-​​​​​​CHN-​​​​​​GD;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​FU;AS-​​​​​​CHN-​​​​​​JX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​FU;AS-​​​​​​CHN-​​​​​​ZH;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​JS;7200;-​​​​​​7200;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​NI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​QI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​SC;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​SI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​WM;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​CHN-​​​​​​XI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GA;AS-​​​​​​MNG;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​GX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​HA;600;-​​​​​​600;2015;[118];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​HK;1978;-​​​​​​1978;2014-​​​​​​2018;[119];Estimate1
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​HN;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​JX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​MA;1750;-​​​​​​1750;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​SC;6400;-​​​​​​6400;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GD;AS-​​​​​​CHN-​​​​​​YU;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GU;AS-​​​​​​CHN-​​​​​​GX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GU;AS-​​​​​​CHN-​​​​​​HN;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GU;AS-​​​​​​CHN-​​​​​​JS;7200;-​​​​​​7200;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GU;AS-​​​​​​CHN-​​​​​​SC;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GU;AS-​​​​​​CHN-​​​​​​YU;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GX;AS-​​​​​​CHN-​​​​​​HN;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GX;AS-​​​​​​CHN-​​​​​​XI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GX;AS-​​​​​​CHN-​​​​​​YU;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​GX;AS-​​​​​​VNM;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​HB;AS-​​​​​​CHN-​​​​​​HE;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HB;AS-​​​​​​CHN-​​​​​​LI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HB;AS-​​​​​​CHN-​​​​​​SD;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HB;AS-​​​​​​CHN-​​​​​​SX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HB;AS-​​​​​​CHN-​​​​​​TJ;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HB;AS-​​​​​​CHN-​​​​​​WM;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HE;AS-​​​​​​CHN-​​​​​​HU;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HE;AS-​​​​​​CHN-​​​​​​JS;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HE;AS-​​​​​​CHN-​​​​​​SD;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HE;AS-​​​​​​CHN-​​​​​​SI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HE;AS-​​​​​​CHN-​​​​​​SX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HE;AS-​​​​​​CHN-​​​​​​XI;14400;-​​​​​​14400;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HJ;AS-​​​​​​CHN-​​​​​​JI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HJ;AS-​​​​​​RUS-​​​​​​FE;1000;-​​​​​​1000;2015;[120];
AS-​​​​​​CHN-​​​​​​HJ;AS-​​​​​​RUS-​​​​​​SI;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​HN;AS-​​​​​​CHN-​​​​​​HU;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HN;AS-​​​​​​CHN-​​​​​​JX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HN;AS-​​​​​​CHN-​​​​​​SC;8000;-​​​​​​8000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HN;AS-​​​​​​CHN-​​​​​​SX;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HU;AS-​​​​​​CHN-​​​​​​JX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​HU;AS-​​​​​​CHN-​​​​​​SI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JI;AS-​​​​​​CHN-​​​​​​LI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JI;AS-​​​​​​PRK;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​JS;AS-​​​​​​CHN-​​​​​​SD;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JS;AS-​​​​​​CHN-​​​​​​SH;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JS;AS-​​​​​​CHN-​​​​​​SI;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JS;AS-​​​​​​CHN-​​​​​​SX;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JS;AS-​​​​​​CHN-​​​​​​ZH;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JX;AS-​​​​​​CHN-​​​​​​WM;7200;-​​​​​​7200;2016;[69–71];
AS-​​​​​​CHN-​​​​​​JX;AS-​​​​​​CHN-​​​​​​ZH;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​LI;AS-​​​​​​PRK;100;-​​​​​​100;2017;[121];Estimate2
AS-​​​​​​CHN-​​​​​​NI;AS-​​​​​​CHN-​​​​​​SD;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​NI;AS-​​​​​​CHN-​​​​​​SI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​NI;AS-​​​​​​CHN-​​​​​​WM;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​NI;AS-​​​​​​CHN-​​​​​​ZH;7200;-​​​​​​7200;2016;[69–71];
AS-​​​​​​CHN-​​​​​​QI;AS-​​​​​​CHN-​​​​​​SC;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​QI;AS-​​​​​​CHN-​​​​​​TI;1500;-​​​​​​1500;2016;[69–71];
AS-​​​​​​CHN-​​​​​​QI;AS-​​​​​​CHN-​​​​​​XI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SC;AS-​​​​​​CHN-​​​​​​TI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SC;AS-​​​​​​CHN-​​​​​​YU;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SD;AS-​​​​​​CHN-​​​​​​SX;4000;-​​​​​​4000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SD;AS-​​​​​​CHN-​​​​​​TJ;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SH;AS-​​​​​​CHN-​​​​​​ZH;5000;-​​​​​​5000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SI;AS-​​​​​​CHN-​​​​​​SC;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SI;AS-​​​​​​CHN-​​​​​​SX;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SI;AS-​​​​​​CHN-​​​​​​WM;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​SX;AS-​​​​​​CHN-​​​​​​WM;9000;-​​​​​​9000;2016;[69–71];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​CHN-​​​​​​XI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​CHN-​​​​​​YU;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​IND-​​​​​​NE;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​IND-​​​​​​NO;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​MMR;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​NPL;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​TI;AS-​​​​​​PAK;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​WM;AS-​​​​​​MNG;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​WM;AS-​​​​​​RUS-​​​​​​SI;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​IND-​​​​​​NO;0;0;2016;[69–71];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​KAZ;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​KGZ;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​MNG;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​PAK;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​RUS-​​​​​​SI;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​XI;AS-​​​​​​TJK;0;0;2015;[110];
AS-​​​​​​CHN-​​​​​​YU;AS-​​​​​​CHN-​​​​​​ZH;7200;-​​​​​​7200;2016;[69–71];
AS-​​​​​​CHN-​​​​​​YU;AS-​​​​​​MMR;600;-​​​​​​600;2015;[110];
AS-​​​​​​CHN-​​​​​​YU;AS-​​​​​​VNM;500;-​​​​​​500;2015;[110];
AS-​​​​​​IDN;AS-​​​​​​MYS;0;0;2015;[115,116];Planned subsea line
AS-​​​​​​IDN;AS-​​​​​​PHL;0;0;2014;[115,116];Planned subsea line
AS-​​​​​​IDN;AS-​​​​​​SGP;0;0;2015;[115,116];Planned subsea line
AS-​​​​​​IDN;OC-​​​​​​PNG;0;0;2015;[122];
AS-​​​​​​IND-​​​​​​EA;AS-​​​​​​IND-​​​​​​NE;2860;-​​​​​​2860;2015;[78];
AS-​​​​​​IND-​​​​​​EA;AS-​​​​​​IND-​​​​​​NO;14230;-​​​​​​14230;2015;[78];
AS-​​​​​​IND-​​​​​​EA;AS-​​​​​​IND-​​​​​​SO;3630;-​​​​​​3630;2015;[78];
AS-​​​​​​IND-​​​​​​EA;AS-​​​​​​IND-​​​​​​WE;10690;-​​​​​​10690;2015;[78];
AS-​​​​​​IND-​​​​​​EA;AS-​​​​​​NPL;150;-​​​​​​150;2015;[123];
AS-​​​​​​IND-​​​​​​NE;AS-​​​​​​MMR;3;-​​​​​​3;2018;[114];
AS-​​​​​​IND-​​​​​​NO;AS-​​​​​​IND-​​​​​​WE;8720;-​​​​​​8720;2015;[78];
AS-​​​​​​IND-​​​​​​NO;AS-​​​​​​NPL;350;-​​​​​​350;2015;[123];
AS-​​​​​​IND-​​​​​​NO;AS-​​​​​​PAK;500;-​​​​​​500;2014;[124];
AS-​​​​​​IND-​​​​​​SO;AS-​​​​​​IND-​​​​​​WE;5720;-​​​​​​5720;2015;[78];
AS-​​​​​​IND-​​​​​​SO;AS-​​​​​​LKA;0;0;2018;[114];Planned subsea line
AS-​​​​​​IND-​​​​​​WE;AS-​​​​​​PAK;0;0;2014;[124];
AS-​​​​​​IRN;AS-​​​​​​IRQ;700;-​​​​​​700;2015;[125];
AS-​​​​​​IRN;AS-​​​​​​PAK;74;-​​​​​​74;2015;[126];
AS-​​​​​​IRN;AS-​​​​​​TKM;350;-​​​​​​350;2016;[127];
AS-​​​​​​IRN;AS-​​​​​​TUR;0;0;2017;[128];
AS-​​​​​​IRQ;AS-​​​​​​JOR;0;0;2015;[125];
AS-​​​​​​IRQ;AS-​​​​​​KWT;0;0;2015;[125];
AS-​​​​​​IRQ;AS-​​​​​​SAU;0;0;2015;[125];
AS-​​​​​​IRQ;AS-​​​​​​SYR;0;0;2015;[125];
AS-​​​​​​IRQ;AS-​​​​​​TUR;0;0;2017;[128];
AS-​​​​​​ISR;AS-​​​​​​JOR;0;-​​​​​​20;2013;[109];
AS-​​​​​​ISR;AS-​​​​​​LBN;0;0;2018;[129];
AS-​​​​​​ISR;AS-​​​​​​SYR;0;0;2018;[129];
AS-​​​​​​JOR;AS-​​​​​​SAU;0;0;2019;[130];
AS-​​​​​​JOR;AS-​​​​​​SYR;350;-​​​​​​200;2013;[109];
AS-​​​​​​JPN-​​​​​​CE;AS-​​​​​​JPN-​​​​​​KY;2800;-​​​​​​2800;2015;[81];
AS-​​​​​​JPN-​​​​​​CE;AS-​​​​​​JPN-​​​​​​SH;2600;-​​​​​​2600;2015;[81];
AS-​​​​​​JPN-​​​​​​CE;AS-​​​​​​JPN-​​​​​​TO;900;-​​​​​​900;2015;[81];
AS-​​​​​​JPN-​​​​​​HO;AS-​​​​​​JPN-​​​​​​TO;600;-​​​​​​600;2015;[81];
AS-​​​​​​KAZ;AS-​​​​​​KGZ;2540;-​​​​​​2540;2016;[131];
AS-​​​​​​KAZ;AS-​​​​​​RUS-​​​​​​CE;0;0;2016;[131];
AS-​​​​​​KAZ;AS-​​​​​​RUS-​​​​​​MV;370;-​​​​​​370;2016;[131];
AS-​​​​​​KAZ;AS-​​​​​​RUS-​​​​​​SI;4200;-​​​​​​4200;2016;[131];
AS-​​​​​​KAZ;AS-​​​​​​RUS-​​​​​​UR;5860;-​​​​​​5860;2016;[131];
AS-​​​​​​KAZ;AS-​​​​​​TKM;0;0;2016;[131];
AS-​​​​​​KAZ;AS-​​​​​​UZB;1900;-​​​​​​1900;2016;[131];
AS-​​​​​​KGZ;AS-​​​​​​TJK;412;-​​​​​​412;2016;[132];
AS-​​​​​​KGZ;AS-​​​​​​UZB;1500;-​​​​​​1500;2016;[132];
AS-​​​​​​KHM;AS-​​​​​​LAO;0;0;2015;[115,116];
AS-​​​​​​KHM;AS-​​​​​​THA;100;-​​​​​​100;2015;[115,116];
AS-​​​​​​KHM;AS-​​​​​​VNM;200;-​​​​​​200;2015;[115,116];
AS-​​​​​​KOR;AS-​​​​​​PRK;0;0;2015;[133];
AS-​​​​​​KWT;AS-​​​​​​SAU;1200;-​​​​​​1200;2013;[109];
